date,store_nbr,transactions,month_day
2017-08-16,15,1330,08-16
2017-08-16,16,911,08-16
2017-08-16,17,1171,08-16
2017-08-16,18,1405,08-16
2017-08-16,19,1181,08-16
2017-08-16,23,998,08-16
2017-08-16,25,603,08-16
2017-08-16,26,683,08-16
2017-08-16,27,1433,08-16
2017-08-16,28,1259,08-16
2017-08-16,30,829,08-16
2017-08-16,31,1240,08-16
2017-08-16,32,742,08-16
2017-08-16,33,1000,08-16
2017-08-16,34,2415,08-16
2017-08-16,35,573,08-16
2017-08-16,36,1070,08-16
2017-08-16,37,1446,08-16
2017-08-16,38,1426,08-16
2017-08-16,39,1345,08-16
2017-08-16,40,1285,08-16
2017-08-16,41,866,08-16
2017-08-16,43,1203,08-16
2017-08-16,44,3804,08-16
2017-08-16,45,2973,08-16
2017-08-16,46,2887,08-16
2017-08-16,47,3332,08-16
2017-08-16,48,2437,08-16
2017-08-16,49,2036,08-16
2017-08-16,50,2325,08-16
2017-08-16,51,1620,08-16
2017-08-16,53,2545,08-16
2017-08-16,54,785,08-16
2017-08-16,1,1917,08-16
2017-08-16,2,1930,08-16
2017-08-16,3,3281,08-16
2017-08-16,4,1465,08-16
2017-08-16,5,1410,08-16
2017-08-16,6,1732,08-16
2017-08-16,7,1940,08-16
2017-08-16,8,2994,08-16
2017-08-16,9,1862,08-16
2017-08-16,10,874,08-16
2017-08-16,11,2183,08-16
2017-08-16,12,1167,08-16
2017-08-16,13,838,08-16
2017-08-16,14,1262,08-16
2017-08-16,15,1353,08-16
2017-08-16,16,820,08-16
2017-08-16,17,1109,08-16
2017-08-16,18,1339,08-16
2017-08-16,19,1153,08-16
2017-08-16,23,1149,08-16
2017-08-16,25,856,08-16
2017-08-16,26,626,08-16
2017-08-16,27,1223,08-16
2017-08-16,28,933,08-16
2017-08-16,30,678,08-16
2017-08-16,31,1194,08-16
2017-08-16,32,592,08-16
2017-08-16,33,923,08-16
2017-08-16,34,2481,08-16
2017-08-16,35,536,08-16
2017-08-16,36,965,08-16
2017-08-16,37,1633,08-16
2017-08-16,38,1746,08-16
2017-08-16,39,1373,08-16
2017-08-16,40,1148,08-16
2017-08-16,41,900,08-16
2017-08-16,43,1347,08-16
2017-08-16,44,4365,08-16
2017-08-16,45,3559,08-16
2017-08-16,46,3312,08-16
2017-08-16,47,3866,08-16
2017-08-16,48,2715,08-16
2017-08-16,49,2569,08-16
2017-08-16,50,2639,08-16
2017-08-16,51,1817,08-16
2017-08-16,53,1398,08-16
2017-08-16,54,758,08-16
2017-08-16,1,1320,08-16
2017-08-16,2,1983,08-16
2017-08-16,3,3604,08-16
2017-08-16,4,1709,08-16
2017-08-16,5,1670,08-16
2017-08-16,6,2176,08-16
2017-08-16,7,1813,08-16
2017-08-16,8,2990,08-16
2017-08-16,9,2679,08-16
2017-08-16,10,1277,08-16
2017-08-16,11,2737,08-16
2017-08-16,12,1345,08-16
2017-08-16,13,1265,08-16
2017-08-16,14,1931,08-16
2017-08-16,15,1513,08-16
2017-08-16,16,1055,08-16
2017-08-16,17,1462,08-16
2017-08-16,18,1429,08-16
2017-08-16,19,1983,08-16
2017-08-16,23,1165,08-16
2017-08-16,25,1106,08-16
2017-08-16,26,741,08-16
2017-08-16,27,1746,08-16
2017-08-16,28,1391,08-16
2017-08-16,30,816,08-16
2017-08-16,31,1631,08-16
2017-08-16,32,656,08-16
2017-08-16,33,1328,08-16
2017-08-16,34,2860,08-16
2017-08-16,35,795,08-16
2017-08-16,36,1236,08-16
2017-08-16,37,1599,08-16
2017-08-16,38,2507,08-16
2017-08-16,39,1858,08-16
2017-08-16,40,1526,08-16
2017-08-16,41,1264,08-16
2017-08-16,43,1334,08-16
2017-08-16,44,5269,08-16
2017-08-16,45,4664,08-16
2017-08-16,46,4837,08-16
2017-08-16,47,4786,08-16
2017-08-16,48,4329,08-16
2017-08-16,49,3139,08-16
2017-08-16,50,3463,08-16
2017-08-16,51,2157,08-16
2017-08-16,53,1812,08-16
2017-08-16,54,1051,08-16
2017-08-16,1,512,08-16
2017-08-16,2,1891,08-16
2017-08-16,3,3621,08-16
2017-08-16,4,1880,08-16
2017-08-16,5,1832,08-16
2017-08-16,6,2339,08-16
2017-08-16,7,1632,08-16
2017-08-16,8,2834,08-16
2017-08-16,9,2715,08-16
2017-08-16,10,1250,08-16
2017-08-16,11,3431,08-16
2017-08-16,12,1298,08-16
2017-08-16,13,1073,08-16
2017-08-16,14,1219,08-16
2017-08-16,15,1236,08-16
2017-08-16,16,1334,08-16
2017-08-16,17,1573,08-16
2017-08-16,18,1624,08-16
2017-08-16,19,1319,08-16
2017-08-16,23,1148,08-16
2017-08-16,25,708,08-16
2017-08-16,26,1096,08-16
2017-08-16,27,1946,08-16
2017-08-16,28,1844,08-16
2017-08-16,30,779,08-16
2017-08-16,31,1932,08-16
2017-08-16,32,730,08-16
2017-08-16,33,1545,08-16
2017-08-16,34,2703,08-16
2017-08-16,35,823,08-16
2017-08-16,36,1540,08-16
2017-08-16,37,1500,08-16
2017-08-16,38,2898,08-16
2017-08-16,39,1722,08-16
2017-08-16,40,1474,08-16
2017-08-16,41,1579,08-16
2017-08-16,43,1624,08-16
2017-08-16,44,6008,08-16
2017-08-16,45,4847,08-16
2017-08-16,46,5210,08-16
2017-08-16,47,4978,08-16
2017-08-16,48,5020,08-16
2017-08-16,49,3329,08-16
2017-08-16,50,3862,08-16
2017-08-16,51,2355,08-16
2017-08-16,53,2221,08-16
2017-08-16,54,1444,08-16
2017-08-16,1,1918,08-16
2017-08-16,2,1974,08-16
2017-08-16,3,3151,08-16
2017-08-16,4,1509,08-16
2017-08-16,5,1666,08-16
2017-08-16,6,1862,08-16
2017-08-16,7,1888,08-16
2017-08-16,8,2862,08-16
2017-08-16,9,2387,08-16
2017-08-16,10,1233,08-16
2017-08-16,11,2620,08-16
2017-08-16,12,1259,08-16
2017-08-16,13,1013,08-16
2017-08-16,14,1701,08-16
2017-08-16,15,1560,08-16
2017-08-16,16,1027,08-16
2017-08-16,17,1405,08-16
2017-08-16,18,1481,08-16
2017-08-16,19,1326,08-16
2017-08-16,23,1054,08-16
2017-08-16,25,687,08-16
2017-08-16,26,758,08-16
2017-08-16,27,1278,08-16
2017-08-16,28,1155,08-16
2017-08-16,30,678,08-16
2017-08-16,31,1416,08-16
2017-08-16,32,608,08-16
2017-08-16,33,1269,08-16
2017-08-16,34,2559,08-16
2017-08-16,35,706,08-16
2017-08-16,36,1156,08-16
2017-08-16,37,1621,08-16
2017-08-16,38,1750,08-16
2017-08-16,39,1406,08-16
2017-08-16,40,1543,08-16
2017-08-16,41,990,08-16
2017-08-16,43,1373,08-16
2017-08-16,44,4244,08-16
2017-08-16,45,3709,08-16
2017-08-16,46,3628,08-16
2017-08-16,47,3991,08-16
2017-08-16,48,3164,08-16
2017-08-16,49,2319,08-16
2017-08-16,50,2552,08-16
2017-08-16,51,1715,08-16
2017-08-16,53,1085,08-16
2017-08-16,54,937,08-16
2017-08-16,1,1940,08-16
2017-08-16,2,1900,08-16
2017-08-16,3,3005,08-16
2017-08-16,4,1432,08-16
2017-08-16,5,1519,08-16
2017-08-16,6,1722,08-16
2017-08-16,7,1816,08-16
2017-08-16,8,2855,08-16
2017-08-16,9,2241,08-16
2017-08-16,10,1211,08-16
2017-08-16,11,2706,08-16
2017-08-16,12,1229,08-16
2017-08-16,13,957,08-16
2017-08-16,14,1554,08-16
2017-08-16,15,1496,08-16
2017-08-16,16,1013,08-16
2017-08-16,17,1377,08-16
2017-08-16,18,1585,08-16
2017-08-16,19,1257,08-16
2017-08-16,23,1093,08-16
2017-08-16,25,680,08-16
2017-08-16,26,652,08-16
2017-08-16,27,1196,08-16
2017-08-16,28,1169,08-16
2017-08-16,30,707,08-16
2017-08-16,31,1455,08-16
2017-08-16,32,592,08-16
2017-08-16,33,1294,08-16
2017-08-16,34,2425,08-16
2017-08-16,35,678,08-16
2017-08-16,36,1205,08-16
2017-08-16,37,1562,08-16
2017-08-16,38,1557,08-16
2017-08-16,39,1550,08-16
2017-08-16,40,1519,08-16
2017-08-16,41,949,08-16
2017-08-16,43,1211,08-16
2017-08-16,44,3928,08-16
2017-08-16,45,3422,08-16
2017-08-16,46,3308,08-16
2017-08-16,47,3685,08-16
2017-08-16,48,2886,08-16
2017-08-16,49,2262,08-16
2017-08-16,50,2349,08-16
2017-08-16,51,1629,08-16
2017-08-16,53,958,08-16
2017-08-16,54,929,08-16
2017-08-16,1,1930,08-16
2017-08-16,2,1931,08-16
2017-08-16,3,3193,08-16
2017-08-16,4,1599,08-16
2017-08-16,5,1503,08-16
2017-08-16,6,1874,08-16
2017-08-16,7,1994,08-16
2017-08-16,8,2784,08-16
2017-08-16,9,2046,08-16
2017-08-16,10,1051,08-16
2017-08-16,11,2571,08-16
2017-08-16,12,1157,08-16
2017-08-16,13,898,08-16
2017-08-16,14,1499,08-16
2017-08-16,15,1354,08-16
2017-08-16,16,846,08-16
2017-08-16,17,1266,08-16
2017-08-16,18,1418,08-16
2017-08-16,19,1183,08-16
2017-08-16,23,1117,08-16
2017-08-16,25,749,08-16
2017-08-16,26,641,08-16
2017-08-16,27,1430,08-16
2017-08-16,28,974,08-16
2017-08-16,30,693,08-16
2017-08-16,31,1130,08-16
2017-08-16,32,507,08-16
2017-08-16,33,1088,08-16
2017-08-16,34,2233,08-16
2017-08-16,35,477,08-16
2017-08-16,36,981,08-16
2017-08-16,37,1690,08-16
2017-08-16,38,1617,08-16
2017-08-16,39,1299,08-16
2017-08-16,40,1310,08-16
2017-08-16,41,988,08-16
2017-08-16,43,1227,08-16
2017-08-16,44,4301,08-16
2017-08-16,45,3555,08-16
2017-08-16,46,3301,08-16
2017-08-16,47,3885,08-16
2017-08-16,48,2780,08-16
2017-08-16,49,2415,08-16
2017-08-16,50,2416,08-16
2017-08-16,51,1933,08-16
2017-08-16,53,1059,08-16
2017-08-16,54,780,08-16
2017-08-16,1,1725,08-16
2017-08-16,2,1740,08-16
2017-08-16,3,2920,08-16
2017-08-16,4,1325,08-16
2017-08-16,5,1362,08-16
2017-08-16,6,1591,08-16
2017-08-16,7,1745,08-16
2017-08-16,8,2687,08-16
2017-08-16,9,2185,08-16
2017-08-16,10,1038,08-16
2017-08-16,11,2573,08-16
2017-08-16,12,1163,08-16
2017-08-16,13,920,08-16
2017-08-16,14,1393,08-16
2017-08-16,15,1357,08-16
2017-08-16,16,873,08-16
2017-08-16,17,1262,08-16
2017-08-16,18,1366,08-16
2017-08-16,19,1070,08-16
2017-08-16,23,999,08-16
2017-08-16,25,632,08-16
2017-08-16,26,556,08-16
2017-08-16,27,1240,08-16
2017-08-16,28,1025,08-16
2017-08-16,30,705,08-16
2017-08-16,31,1257,08-16
2017-08-16,32,568,08-16
2017-08-16,33,1049,08-16
2017-08-16,34,2280,08-16
2017-08-16,35,603,08-16
2017-08-16,36,1031,08-16
2017-08-16,37,1484,08-16
2017-08-16,38,1589,08-16
2017-08-16,39,1381,08-16
2017-08-16,40,1293,08-16
2017-08-16,41,839,08-16
2017-08-16,43,1207,08-16
2017-08-16,44,3793,08-16
2017-08-16,45,3009,08-16
2017-08-16,46,3134,08-16
2017-08-16,47,3524,08-16
2017-08-16,48,2729,08-16
2017-08-16,49,2168,08-16
2017-08-16,50,2276,08-16
2017-08-16,51,1555,08-16
2017-08-16,53,888,08-16
2017-08-16,54,773,08-16
2017-08-16,1,1892,08-16
2017-08-16,2,1921,08-16
2017-08-16,3,3071,08-16
2017-08-16,4,1427,08-16
2017-08-16,5,1438,08-16
2017-08-16,6,1725,08-16
2017-08-16,7,1970,08-16
2017-08-16,8,2846,08-16
2017-08-16,9,1805,08-16
2017-08-16,10,970,08-16
2017-08-16,11,2476,08-16
2017-08-16,12,1137,08-16
2017-08-16,13,877,08-16
2017-08-16,14,1342,08-16
2017-08-16,15,1283,08-16
2017-08-16,16,822,08-16
2017-08-16,17,1097,08-16
2017-08-16,18,1338,08-16
2017-08-16,19,1116,08-16
2017-08-16,23,1098,08-16
2017-08-16,25,823,08-16
2017-08-16,26,609,08-16
2017-08-16,27,1222,08-16
2017-08-16,28,847,08-16
2017-08-16,30,650,08-16
2017-08-16,31,1117,08-16
2017-08-16,32,542,08-16
2017-08-16,33,931,08-16
2017-08-16,34,2394,08-16
2017-08-16,35,501,08-16
2017-08-16,36,920,08-16
2017-08-16,37,1627,08-16
2017-08-16,38,1715,08-16
2017-08-16,39,1327,08-16
2017-08-16,40,1213,08-16
2017-08-16,41,936,08-16
2017-08-16,43,1233,08-16
2017-08-16,44,4322,08-16
2017-08-16,45,3589,08-16
2017-08-16,46,3329,08-16
2017-08-16,47,3881,08-16
2017-08-16,48,2852,08-16
2017-08-16,49,2621,08-16
2017-08-16,50,2605,08-16
2017-08-16,51,1911,08-16
2017-08-16,53,941,08-16
2017-08-16,54,745,08-16
2017-08-16,1,1325,08-16
2017-08-16,2,2033,08-16
2017-08-16,3,3588,08-16
2017-08-16,4,1705,08-16
2017-08-16,5,1671,08-16
2017-08-16,6,2134,08-16
2017-08-16,7,1870,08-16
2017-08-16,8,3062,08-16
2017-08-16,9,2590,08-16
2017-08-16,10,1221,08-16
2017-08-16,11,2731,08-16
2017-08-16,12,1301,08-16
2017-08-16,13,1300,08-16
2017-08-16,14,1997,08-16
2017-08-16,15,1317,08-16
2017-08-16,16,1042,08-16
2017-08-16,17,1398,08-16
2017-08-16,18,1398,08-16
2017-08-16,19,1946,08-16
2017-08-16,23,1129,08-16
2017-08-16,25,1107,08-16
2017-08-16,26,730,08-16
2017-08-16,27,1725,08-16
2017-08-16,28,1323,08-16
2017-08-16,30,771,08-16
2017-08-16,31,1557,08-16
2017-08-16,32,747,08-16
2017-08-16,33,1415,08-16
2017-08-16,34,2635,08-16
2017-08-16,35,673,08-16
2017-08-16,36,1122,08-16
2017-08-16,37,1679,08-16
2017-08-16,38,2420,08-16
2017-08-16,39,1825,08-16
2017-08-16,40,1458,08-16
2017-08-16,41,1158,08-16
2017-08-16,43,1311,08-16
2017-08-16,44,5302,08-16
2017-08-16,45,4534,08-16
2017-08-16,46,4790,08-16
2017-08-16,47,4854,08-16
2017-08-16,48,4033,08-16
2017-08-16,49,2965,08-16
2017-08-16,50,3554,08-16
2017-08-16,51,2071,08-16
2017-08-16,53,1336,08-16
2017-08-16,54,945,08-16
2017-08-16,1,432,08-16
2017-08-16,2,1900,08-16
2017-08-16,3,3587,08-16
2017-08-16,4,1820,08-16
2017-08-16,5,1543,08-16
2017-08-16,6,2288,08-16
2017-08-16,7,1584,08-16
2017-08-16,8,2676,08-16
2017-08-16,9,2412,08-16
2017-08-16,10,1085,08-16
2017-08-16,11,2754,08-16
2017-08-16,12,1235,08-16
2017-08-16,13,888,08-16
2017-08-16,14,1224,08-16
2017-08-16,15,1065,08-16
2017-08-16,16,1259,08-16
2017-08-16,17,1500,08-16
2017-08-16,18,1406,08-16
2017-08-16,19,1227,08-16
2017-08-16,23,980,08-16
2017-08-16,25,760,08-16
2017-08-16,26,806,08-16
2017-08-16,27,1983,08-16
2017-08-16,28,1559,08-16
2017-08-16,30,710,08-16
2017-08-16,31,1658,08-16
2017-08-16,32,669,08-16
2017-08-16,33,1292,08-16
2017-08-16,34,2394,08-16
2017-08-16,35,677,08-16
2017-08-16,36,1244,08-16
2017-08-16,37,1313,08-16
2017-08-16,38,2463,08-16
2017-08-16,39,1810,08-16
2017-08-16,40,1238,08-16
2017-08-16,41,1344,08-16
2017-08-16,43,1541,08-16
2017-08-16,44,4733,08-16
2017-08-16,45,4743,08-16
2017-08-16,46,4823,08-16
2017-08-16,47,5064,08-16
2017-08-16,48,4651,08-16
2017-08-16,49,3020,08-16
2017-08-16,50,3253,08-16
2017-08-16,51,2100,08-16
2017-08-16,53,1523,08-16
2017-08-16,54,1273,08-16
2017-08-16,1,1786,08-16
2017-08-16,2,1846,08-16
2017-08-16,3,2995,08-16
2017-08-16,4,1426,08-16
2017-08-16,5,1504,08-16
2017-08-16,6,1719,08-16
2017-08-16,7,1922,08-16
2017-08-16,8,2716,08-16
2017-08-16,9,2126,08-16
2017-08-16,10,1109,08-16
2017-08-16,11,2306,08-16
2017-08-16,12,1222,08-16
2017-08-16,13,893,08-16
2017-08-16,14,1575,08-16
2017-08-16,15,1425,08-16
2017-08-16,16,978,08-16
2017-08-16,17,1280,08-16
2017-08-16,18,1416,08-16
2017-08-16,19,1294,08-16
2017-08-16,23,1071,08-16
2017-08-16,25,653,08-16
2017-08-16,26,591,08-16
2017-08-16,27,1265,08-16
2017-08-16,28,976,08-16
2017-08-16,30,668,08-16
2017-08-16,31,1294,08-16
2017-08-16,32,570,08-16
2017-08-16,33,1170,08-16
2017-08-16,34,2362,08-16
2017-08-16,35,605,08-16
2017-08-16,36,1034,08-16
2017-08-16,37,1496,08-16
2017-08-16,38,1579,08-16
2017-08-16,39,1449,08-16
2017-08-16,40,1578,08-16
2017-08-16,41,956,08-16
2017-08-16,43,1259,08-16
2017-08-16,44,4012,08-16
2017-08-16,45,3367,08-16
2017-08-16,46,3150,08-16
2017-08-16,47,3595,08-16
2017-08-16,48,2655,08-16
2017-08-16,49,2350,08-16
2017-08-16,50,2298,08-16
2017-08-16,51,1614,08-16
2017-08-16,53,803,08-16
2017-08-16,54,812,08-16
2017-08-16,1,1705,08-16
2017-08-16,2,1753,08-16
2017-08-16,3,2871,08-16
2017-08-16,4,1321,08-16
2017-08-16,5,1325,08-16
2017-08-16,6,1492,08-16
2017-08-16,7,1736,08-16
2017-08-16,8,2560,08-16
2017-08-16,9,1945,08-16
2017-08-16,10,1095,08-16
2017-08-16,11,2193,08-16
2017-08-16,12,1143,08-16
2017-08-16,13,893,08-16
2017-08-16,14,1465,08-16
2017-08-16,15,1370,08-16
2017-08-16,16,920,08-16
2017-08-16,17,1220,08-16
2017-08-16,18,1424,08-16
2017-08-16,19,1122,08-16
2017-08-16,23,1037,08-16
2017-08-16,25,612,08-16
2017-08-16,26,538,08-16
2017-08-16,27,1191,08-16
2017-08-16,28,1112,08-16
2017-08-16,30,726,08-16
2017-08-16,31,1290,08-16
2017-08-16,32,504,08-16
2017-08-16,33,1122,08-16
2017-08-16,34,2293,08-16
2017-08-16,35,574,08-16
2017-08-16,36,1124,08-16
2017-08-16,37,1497,08-16
2017-08-16,38,1533,08-16
2017-08-16,39,1431,08-16
2017-08-16,40,1415,08-16
2017-08-16,41,853,08-16
2017-08-16,43,1187,08-16
2017-08-16,44,3617,08-16
2017-08-16,45,3159,08-16
2017-08-16,46,2877,08-16
2017-08-16,47,3395,08-16
2017-08-16,48,2413,08-16
2017-08-16,49,2186,08-16
2017-08-16,50,2242,08-16
2017-08-16,51,1484,08-16
2017-08-16,53,689,08-16
2017-08-16,54,803,08-16
2017-08-16,1,1872,08-16
2017-08-16,2,1878,08-16
2017-08-16,3,3026,08-16
2017-08-16,4,1574,08-16
2017-08-16,5,1448,08-16
2017-08-16,6,1758,08-16
2017-08-16,7,1973,08-16
2017-08-16,8,2848,08-16
2017-08-16,9,1837,08-16
2017-08-16,10,969,08-16
2017-08-16,11,2093,08-16
2017-08-16,12,1144,08-16
2017-08-16,13,876,08-16
2017-08-16,14,1372,08-16
2017-08-16,15,1373,08-16
2017-08-16,16,856,08-16
2017-08-16,17,1169,08-16
2017-08-16,18,1348,08-16
2017-08-16,19,1160,08-16
2017-08-16,23,1109,08-16
2017-08-16,25,706,08-16
2017-08-16,26,556,08-16
2017-08-16,27,1292,08-16
2017-08-16,28,926,08-16
2017-08-16,30,692,08-16
2017-08-16,31,1062,08-16
2017-08-16,32,462,08-16
2017-08-16,33,1016,08-16
2017-08-16,34,2062,08-16
2017-08-16,35,491,08-16
2017-08-16,36,848,08-16
2017-08-16,37,1711,08-16
2017-08-16,38,1689,08-16
2017-08-16,39,1186,08-16
2017-08-16,40,1171,08-16
2017-08-16,41,905,08-16
2017-08-16,43,1076,08-16
2017-08-16,44,4232,08-16
2017-08-16,45,3540,08-16
2017-08-16,46,2969,08-16
2017-08-16,47,3751,08-16
2017-08-16,48,2509,08-16
2017-08-16,49,2406,08-16
2017-08-16,50,2398,08-16
2017-08-16,51,1824,08-16
2017-08-16,53,800,08-16
2017-08-16,54,728,08-16
2017-08-16,1,1734,08-16
2017-08-16,2,1786,08-16
2017-08-16,3,2872,08-16
2017-08-16,4,1385,08-16
2017-08-16,5,1319,08-16
2017-08-16,6,1604,08-16
2017-08-16,7,1858,08-16
2017-08-16,8,2528,08-16
2017-08-16,9,1931,08-16
2017-08-16,10,1014,08-16
2017-08-16,11,2201,08-16
2017-08-16,12,1150,08-16
2017-08-16,13,869,08-16
2017-08-16,14,1467,08-16
2017-08-16,15,1271,08-16
2017-08-16,16,800,08-16
2017-08-16,17,1162,08-16
2017-08-16,18,1374,08-16
2017-08-16,19,1007,08-16
2017-08-16,23,980,08-16
2017-08-16,25,627,08-16
2017-08-16,26,491,08-16
2017-08-16,27,1210,08-16
2017-08-16,28,973,08-16
2017-08-16,30,716,08-16
2017-08-16,31,1212,08-16
2017-08-16,32,542,08-16
2017-08-16,33,947,08-16
2017-08-16,34,2050,08-16
2017-08-16,35,529,08-16
2017-08-16,36,954,08-16
2017-08-16,37,1519,08-16
2017-08-16,38,1428,08-16
2017-08-16,39,1263,08-16
2017-08-16,40,1169,08-16
2017-08-16,41,790,08-16
2017-08-16,43,1107,08-16
2017-08-16,44,3819,08-16
2017-08-16,45,3084,08-16
2017-08-16,46,2696,08-16
2017-08-16,47,3347,08-16
2017-08-16,48,2482,08-16
2017-08-16,49,2322,08-16
2017-08-16,50,2356,08-16
2017-08-16,51,1607,08-16
2017-08-16,53,695,08-16
2017-08-16,54,681,08-16
2017-08-16,1,1918,08-16
2017-08-16,2,1974,08-16
2017-08-16,3,3406,08-16
2017-08-16,4,1566,08-16
2017-08-16,5,1457,08-16
2017-08-16,6,1758,08-16
2017-08-16,7,2127,08-16
2017-08-16,8,2961,08-16
2017-08-16,9,1828,08-16
2017-08-16,10,921,08-16
2017-08-16,11,2045,08-16
2017-08-16,12,1097,08-16
2017-08-16,13,852,08-16
2017-08-16,14,1223,08-16
2017-08-16,15,1218,08-16
2017-08-16,16,781,08-16
2017-08-16,17,1028,08-16
2017-08-16,18,1340,08-16
2017-08-16,19,1115,08-16
2017-08-16,23,1131,08-16
2017-08-16,25,799,08-16
2017-08-16,26,656,08-16
2017-08-16,27,1398,08-16
2017-08-16,28,951,08-16
2017-08-16,30,718,08-16
2017-08-16,31,1161,08-16
2017-08-16,32,563,08-16
2017-08-16,33,910,08-16
2017-08-16,34,2464,08-16
2017-08-16,35,472,08-16
2017-08-16,36,919,08-16
2017-08-16,37,1734,08-16
2017-08-16,38,1734,08-16
2017-08-16,39,1374,08-16
2017-08-16,40,1157,08-16
2017-08-16,41,939,08-16
2017-08-16,43,1334,08-16
2017-08-16,44,4584,08-16
2017-08-16,45,3974,08-16
2017-08-16,46,3420,08-16
2017-08-16,47,4030,08-16
2017-08-16,48,2807,08-16
2017-08-16,49,2872,08-16
2017-08-16,50,2699,08-16
2017-08-16,51,2085,08-16
2017-08-16,53,841,08-16
2017-08-16,54,785,08-16
2017-08-16,1,1447,08-16
2017-08-16,2,2260,08-16
2017-08-16,3,4340,08-16
2017-08-16,4,2066,08-16
2017-08-16,5,1797,08-16
2017-08-16,6,2573,08-16
2017-08-16,7,2226,08-16
2017-08-16,8,3429,08-16
2017-08-16,9,2597,08-16
2017-08-16,10,1322,08-16
2017-08-16,11,2704,08-16
2017-08-16,12,1348,08-16
2017-08-16,13,1287,08-16
2017-08-16,14,1980,08-16
2017-08-16,15,1297,08-16
2017-08-16,16,916,08-16
2017-08-16,17,1586,08-16
2017-08-16,18,1419,08-16
2017-08-16,19,2034,08-16
2017-08-16,23,1347,08-16
2017-08-16,25,952,08-16
2017-08-16,26,940,08-16
2017-08-16,27,2040,08-16
2017-08-16,28,1445,08-16
2017-08-16,30,824,08-16
2017-08-16,31,1713,08-16
2017-08-16,32,738,08-16
2017-08-16,33,1310,08-16
2017-08-16,34,3036,08-16
2017-08-16,35,741,08-16
2017-08-16,36,1204,08-16
2017-08-16,37,1868,08-16
2017-08-16,38,2560,08-16
2017-08-16,39,1934,08-16
2017-08-16,40,1459,08-16
2017-08-16,41,1468,08-16
2017-08-16,43,1482,08-16
2017-08-16,44,6236,08-16
2017-08-16,45,5490,08-16
2017-08-16,46,5245,08-16
2017-08-16,47,5851,08-16
2017-08-16,48,4435,08-16
2017-08-16,49,3987,08-16
2017-08-16,50,4029,08-16
2017-08-16,51,2879,08-16
2017-08-16,53,1376,08-16
2017-08-16,54,1000,08-16
2017-08-16,1,462,08-16
2017-08-16,2,1876,08-16
2017-08-16,3,2900,08-16
2017-08-16,4,1794,08-16
2017-08-16,5,1406,08-16
2017-08-16,6,2284,08-16
2017-08-16,7,1553,08-16
2017-08-16,8,2025,08-16
2017-08-16,9,2296,08-16
2017-08-16,10,1124,08-16
2017-08-16,11,2670,08-16
2017-08-16,12,1259,08-16
2017-08-16,13,971,08-16
2017-08-16,14,1164,08-16
2017-08-16,15,1002,08-16
2017-08-16,16,1177,08-16
2017-08-16,17,1487,08-16
2017-08-16,18,1204,08-16
2017-08-16,19,1344,08-16
2017-08-16,23,1070,08-16
2017-08-16,25,632,08-16
2017-08-16,26,731,08-16
2017-08-16,27,1922,08-16
2017-08-16,28,1380,08-16
2017-08-16,30,661,08-16
2017-08-16,31,1602,08-16
2017-08-16,32,695,08-16
2017-08-16,33,1180,08-16
2017-08-16,34,2251,08-16
2017-08-16,35,673,08-16
2017-08-16,36,1231,08-16
2017-08-16,37,1221,08-16
2017-08-16,38,2251,08-16
2017-08-16,39,1546,08-16
2017-08-16,40,1149,08-16
2017-08-16,41,1122,08-16
2017-08-16,43,1373,08-16
2017-08-16,44,3720,08-16
2017-08-16,45,3731,08-16
2017-08-16,46,4072,08-16
2017-08-16,47,4118,08-16
2017-08-16,48,3981,08-16
2017-08-16,49,2339,08-16
2017-08-16,50,2963,08-16
2017-08-16,51,1690,08-16
2017-08-16,53,1288,08-16
2017-08-16,54,1140,08-16
2017-08-16,1,1801,08-16
2017-08-16,2,1845,08-16
2017-08-16,3,3129,08-16
2017-08-16,4,1459,08-16
2017-08-16,5,1480,08-16
2017-08-16,6,1823,08-16
2017-08-16,7,1820,08-16
2017-08-16,8,2784,08-16
2017-08-16,9,2158,08-16
2017-08-16,10,1162,08-16
2017-08-16,11,2288,08-16
2017-08-16,12,1196,08-16
2017-08-16,13,842,08-16
2017-08-16,14,1557,08-16
2017-08-16,15,1416,08-16
2017-08-16,16,986,08-16
2017-08-16,17,1380,08-16
2017-08-16,18,1452,08-16
2017-08-16,19,1335,08-16
2017-08-16,23,1020,08-16
2017-08-16,25,659,08-16
2017-08-16,26,629,08-16
2017-08-16,27,1313,08-16
2017-08-16,28,1117,08-16
2017-08-16,30,743,08-16
2017-08-16,31,1252,08-16
2017-08-16,32,611,08-16
2017-08-16,33,1133,08-16
2017-08-16,34,2452,08-16
2017-08-16,35,628,08-16
2017-08-16,36,1029,08-16
2017-08-16,37,1581,08-16
2017-08-16,38,1506,08-16
2017-08-16,39,1403,08-16
2017-08-16,40,1579,08-16
2017-08-16,41,974,08-16
2017-08-16,43,1323,08-16
2017-08-16,44,4064,08-16
2017-08-16,45,3461,08-16
2017-08-16,46,3289,08-16
2017-08-16,47,3710,08-16
2017-08-16,48,2813,08-16
2017-08-16,49,2266,08-16
2017-08-16,50,2414,08-16
2017-08-16,51,1763,08-16
2017-08-16,53,796,08-16
2017-08-16,54,916,08-16
2017-08-16,1,1747,08-16
2017-08-16,2,1829,08-16
2017-08-16,3,2979,08-16
2017-08-16,4,1360,08-16
2017-08-16,5,1445,08-16
2017-08-16,6,1622,08-16
